timestamp,q_w,q_x,q_y,q_z,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,space_press
15617979,0.9996719,-0.0042713843,0.0013915288,0.025218194,0.0,0.0,0.0,0.0,0.0,0.0,0
15634646,0.99967974,-0.004643317,0.000771251,0.024865715,0.03983548,-0.17640306,9.480752,1.0622292,-0.48831895,0.0054619084,0
15651313,0.9996942,-0.005442078,-7.873857e-06,0.024124281,-0.054920454,-0.17677553,9.429448,1.1571113,-0.43947554,0.018537192,0
15667980,0.99970007,-0.006216276,-1.0210705e-05,0.023689047,-0.11544865,-0.16672674,9.47273,1.0392545,-0.3890953,-0.013958921,0
15684647,0.999702,-0.006715647,0.000512274,0.023462089,-0.11338222,-0.13560101,9.432052,1.0767002,-0.31629124,-0.09239781,0
15701314,0.99970347,-0.0069189295,0.001098069,0.023329953,-0.08997044,-0.09212341,9.472115,1.0168049,-0.22932328,-0.14994955,0
15717981,0.9997046,-0.006855897,0.0015461115,0.02327091,-0.049079098,-0.04560882,9.41184,1.0520736,-0.31360188,0.022507159,0
15734648,0.9997042,-0.0065967864,0.0018145667,0.023343937,-0.024698304,0.0043926244,9.478925,1.0646878,-0.3265491,-0.048920255,0
15751315,0.99970615,-0.0061884816,0.0019488292,0.023356799,-0.020574827,0.005924045,9.433159,1.0918117,-0.3082232,-0.12906238,0
15767982,0.99971,-0.0057307016,0.0019955225,0.023307068,-0.051739376,-0.07074143,9.448207,1.0887253,-0.35112444,-0.20537542,0
15784649,0.9997125,-0.0053464477,0.0020136114,0.023286762,-0.0747677,-0.16854523,9.440009,1.0235667,-0.4062046,-0.19889542,0
15801316,0.99971414,-0.0050732708,0.0020625764,0.023273772,-0.091139995,-0.2390318,9.450331,1.1005201,-0.20730922,-0.060202654,0
15817983,0.9997149,-0.004935261,0.0021044083,0.023269057,-0.08474907,-0.23415709,9.446566,0.9965325,-0.30473992,-0.007069105,0
15834650,0.99971515,-0.004860897,0.0021372219,0.023273952,-0.053322155,-0.16567582,9.459211,1.0504856,-0.3593077,0.022404708,0
15851317,0.99971616,-0.004800662,0.002164052,0.023241438,-0.027981158,-0.10059409,9.445449,1.0456578,-0.28979492,-0.08914501,0
15867984,0.9997171,-0.004711235,0.0021613059,0.02321361,-0.00705704,-0.052520446,9.476751,1.123469,-0.3508171,-0.103961945,0
15884651,0.9997176,-0.004598816,0.0021373392,0.023221165,-0.030609492,-0.062836796,9.4545965,1.0831289,-0.34837112,-0.0086827045,0
15901318,0.9997177,-0.0044565722,0.0021106943,0.023244869,-0.079461604,-0.070759684,9.442358,1.1747713,-0.31324333,0.03138196,0
15917985,0.9997186,-0.004322098,0.002086015,0.02323718,-0.10147981,-0.0848192,9.442503,1.0575676,-0.34477258,0.020342888,0
15934652,0.9997189,-0.0041766306,0.0020729895,0.023250118,-0.11773559,-0.11740802,9.463786,1.11494,-0.3322608,0.0044886256,0
15951319,0.9997196,-0.0040479098,0.0020587088,0.023239871,-0.072098754,-0.1471516,9.4626665,1.0327617,-0.40812552,-0.058793947,0
15967986,0.99971956,-0.003919574,0.0020702374,0.023266131,-0.009489152,-0.15916191,9.449095,1.0991623,-0.22181877,-0.012204451,0
15984653,0.9997208,-0.0037958012,0.0020646467,0.023232829,-0.0016834254,-0.16235931,9.461743,1.1279128,-0.25981522,-0.028532546,0
16001320,0.9997208,-0.0036827885,0.0020318048,0.023253761,-0.032181673,-0.1250969,9.45161,1.1025562,-0.37321544,-0.0011525714,0
16017987,0.9997218,-0.0035758133,0.0019967025,0.023230247,-0.06436086,-0.095958546,9.450248,1.0650849,-0.36233008,-0.015700584,0
16034654,0.9997223,-0.0034653107,0.00196096,0.02322783,-0.12044841,-0.056503367,9.45247,1.0681584,-0.3737405,-0.07754245,0
16051321,0.99972284,-0.0033606438,0.0019354239,0.023220897,-0.11103055,-0.06731093,9.449132,0.9808063,-0.35345525,-0.093243025,0
16067988,0.9997226,-0.003240286,0.0019186486,0.023252347,-0.072222136,-0.08510532,9.45686,1.0595269,-0.32889268,-0.012204451,0
16084655,0.99972415,-0.0031140095,0.0019102528,0.023204237,-0.023954736,-0.10355129,9.457234,1.088226,-0.27333874,-0.050495442,0
16101322,0.9997244,-0.0029934202,0.0018924923,0.023209054,-0.01365767,-0.14104469,9.458612,1.0504856,-0.30431733,-0.04085226,0
16117989,0.9997253,-0.0028736945,0.0018600347,0.023189485,-0.025429746,-0.16087703,9.4479475,1.0664551,-0.37315142,-0.06570937,0
16134656,0.9997254,-0.0027546424,0.0018324475,0.02319773,-0.05752983,-0.16344337,9.470834,1.0941681,-0.31913418,0.01506667,0
16151323,0.999726,-0.0026372,0.0018046213,0.023193952,-0.090815336,-0.1286051,9.445456,1.1107779,-0.3200307,-0.017595923,0
16167990,0.9997263,-0.0025333287,0.0017864874,0.02319237,-0.08155255,-0.11451421,9.458661,1.0256413,-0.26690993,-0.0022795305,0
16184657,0.9997273,-0.0024037038,0.0017749916,0.023164658,-0.04509945,-0.083318464,9.441638,1.203163,-0.23417693,-0.10296306,0
16201324,0.9997281,-0.0022820013,0.0017500741,0.023142101,-0.03684051,-0.058748566,9.429647,1.1327024,-0.31694433,-0.076236196,0
16217991,0.9997283,-0.0021736275,0.0017150538,0.02314568,-0.035149522,-0.05066654,9.464704,1.0181496,-0.37381738,0.010597255,0
16234658,0.9997285,-0.0020492338,0.0016854814,0.02315494,-0.06617271,-0.09858967,9.45356,1.1082423,-0.32905915,-0.029083218,0
16251325,0.99972945,-0.0019266481,0.0016543794,0.023123195,-0.09604669,-0.12267604,9.454739,1.0947957,-0.3423137,-0.12870382,0
16267992,0.9997295,-0.0018065291,0.0016283469,0.02313299,-0.098550476,-0.15399565,9.464793,1.0870222,-0.31954405,-0.09130927,0
16284659,0.9997293,-0.001691566,0.0016167462,0.023153398,-0.07927241,-0.16819605,9.455436,1.0714498,-0.23139793,-0.083074786,0
16301326,0.9997299,-0.0015791402,0.0015880574,0.02313327,-0.041039627,-0.13623805,9.435595,1.0705148,-0.35349363,0.013517101,0
16317993,0.9997303,-0.0014756616,0.001561543,0.02312597,-0.03094119,-0.118786134,9.463445,1.0180472,-0.32948175,-0.041223638,0
16334660,0.9997303,-0.0013664718,0.0015470047,0.02313452,-0.036234144,-0.076206684,9.443152,1.062037,-0.23862071,-0.026163375,0
16351327,0.99973065,-0.0012471849,0.0015123711,0.023128292,-0.05093903,-0.053458292,9.444486,1.1193967,-0.3714866,-0.07213817,0
16367994,0.9997309,-0.001122423,0.0014822067,0.02312869,-0.10070686,-0.0670807,9.444139,1.1442922,-0.33934265,-0.05536185,0
16384661,0.99973154,-0.0010007865,0.0014533101,0.023101592,-0.099213324,-0.09997039,9.443838,1.1146455,-0.34039274,-0.13385198,0
16401328,0.9997318,-0.0008819306,0.0014287557,0.02309849,-0.07995766,-0.11972014,9.443651,1.0970367,-0.3189421,-0.097443506,0
16417995,0.99973196,-0.0007737843,0.0014032914,0.023096561,-0.0574968,-0.14170112,9.464652,1.0284843,-0.32725343,-0.011205556,0
16434662,0.99973196,-0.0006689125,0.0013877804,0.023102304,-0.033766437,-0.15196559,9.462493,1.0175221,-0.25678012,0.03264979,0
16451329,0.9997318,-0.0005625991,0.0013642042,0.023113092,-0.03757975,-0.13075607,9.458203,1.0378331,-0.30603334,-0.017813636,0
16467996,0.9997322,-0.0004564885,0.0013366116,0.02310158,-0.039632663,-0.120033145,9.460612,1.0421615,-0.3286237,-0.091206826,0
16484663,0.99973214,-0.00034675363,0.0013087927,0.023104308,-0.0872731,-0.09044327,9.453513,1.0708734,-0.3267668,0.0017352604,0
16501330,0.9997325,-0.00023261382,0.0012769469,0.02309294,-0.09702012,-0.06910952,9.447623,1.0988808,-0.36051154,-0.06220044,0
16517997,0.9997325,-0.00011413587,0.0012522205,0.023096949,-0.09614083,-0.061206825,9.459824,1.1246985,-0.31905743,-0.005084121,0
16534664,0.9997324,9.4546414e-07,0.0012252878,0.023104405,-0.06759748,-0.07605278,9.463755,1.0953784,-0.33981648,-0.0467944,0
16551331,0.9997331,0.00011225895,0.001201744,0.023076983,-0.043697868,-0.10602944,9.449555,1.067467,-0.3166626,-0.08301076,0
16567998,0.999733,0.00022994148,0.001173129,0.023078617,-0.041201115,-0.13357057,9.463729,1.1137234,-0.34948525,-0.052736543,0
16584665,0.9997332,0.00033979124,0.0011496752,0.023071732,-0.041967202,-0.15267666,9.4466095,1.0684144,-0.30958068,-0.10946867,0
16601332,0.99973387,0.00045022226,0.0011225453,0.023037316,-0.069016084,-0.15196994,9.457311,1.0819637,-0.33203024,-0.07851572,0
16617999,0.9997342,0.0005498559,0.0010872431,0.023022452,-0.07337936,-0.1439981,9.447859,1.0164336,-0.38825008,-0.07313706,0
16634666,0.9997342,0.0006520356,0.0010727177,0.023021644,-0.069645,-0.122982025,9.45097,1.0455168,-0.24814865,-0.020759095,0
16651333,0.9997347,0.0007512855,0.0010457737,0.022998739,-0.060821146,-0.100884266,9.44636,1.0283692,-0.33457872,-0.040032648,0
16668000,0.999735,0.0008576726,0.0010204642,0.022985524,-0.058570124,-0.07370779,9.440957,1.07962,-0.32490987,-0.0057116314,0
16684667,0.99973494,0.0009537312,0.0009898226,0.02298445,-0.060123805,-0.091181114,9.460234,1.0063294,-0.36030668,-0.045872346,0
16701334,0.99973536,0.001061813,0.0009704637,0.022965133,-0.07367989,-0.11586839,9.4488535,1.0920295,-0.2851718,-0.13412088,0
16718001,0.9997358,0.0011675826,0.0009486771,0.022940211,-0.06952793,-0.12501164,9.432878,1.0802603,-0.3035873,-0.072663225,0
16734668,0.99973637,0.0012742631,0.0009232482,0.022911914,-0.07774359,-0.12015744,9.446827,1.0918758,-0.3305575,-0.105601154,0
16751335,0.9997362,0.0013798174,0.00090248854,0.02291233,-0.048409283,-0.14671306,9.44564,1.0901982,-0.30121818,-0.04909955,0
16768002,0.9997363,0.0014820673,0.00087177445,0.022900416,-0.042158686,-0.13216902,9.452521,1.074331,-0.3678624,0.018972607,0
16784669,0.9997366,0.0015903704,0.0008428964,0.022882976,-0.047153406,-0.11788469,9.457403,1.1229826,-0.35483837,-0.029108835,0
16801336,0.9997371,0.0016827869,0.0008156533,0.02285432,-0.075694315,-0.104937956,9.477556,1.0190716,-0.3403543,-0.06067648,0
16818003,0.99973696,0.0017768721,0.00079976977,0.022852393,-0.084052935,-0.093083024,9.441585,1.036053,-0.26555246,-0.02488274,0
16834670,0.9997371,0.0018707204,0.0007789166,0.022844413,-0.08577421,-0.10517433,9.461593,1.0362194,-0.30356172,-0.10841855,0
16851337,0.99973696,0.0019648825,0.00074702455,0.022841182,-0.0730247,-0.10833798,9.435582,1.0405862,-0.3830123,-0.03738173,0
16868004,0.9997371,0.0020624383,0.0007318849,0.022823954,-0.063695244,-0.109004304,9.460302,1.0709887,-0.27052134,-0.05137907,0
16884671,0.99973696,0.0021661876,0.0007082991,0.02282426,-0.039343018,-0.12292057,9.418605,1.1170402,-0.33115938,-0.048318356,0
16901338,0.99973696,0.002259096,0.0006742899,0.022819206,-0.021385139,-0.12758559,9.440581,1.0470663,-0.3996477,-0.017723987,0
16918005,0.9997371,0.0023564415,0.00064881914,0.022802388,-0.05365843,-0.11412227,9.446349,1.0857415,-0.33868954,-0.045219216,0
16934672,0.9997368,0.002461298,0.00062720553,0.022803256,-0.08002885,-0.11214264,9.447317,1.1435623,-0.31451118,-0.07589043,0
16951339,0.9997366,0.0025694955,0.0006016381,0.022799555,-0.09440069,-0.1144142,9.438017,1.1712624,-0.3450287,0.0033104417,0
16968006,0.9997365,0.0026654373,0.000577928,0.022792736,-0.07674888,-0.09997963,9.461104,1.0930796,-0.33512932,-0.019324781,0
16984673,0.9997365,0.0027532019,0.00055909215,0.022786397,-0.054593116,-0.10368966,9.445028,1.0421871,-0.30344644,-0.046077248,0
17001340,0.99973655,0.002845804,0.0005481469,0.022772584,-0.044831045,-0.09908499,9.455398,1.0816947,-0.25038975,-0.012703898,0
17018007,0.9997367,0.0029404804,0.0005291862,0.022752667,-0.04100485,-0.102939785,9.438507,1.0994443,-0.30564913,-0.02200131,0
17034674,0.9997372,0.003025514,0.0005039777,0.02272294,-0.060210444,-0.1174308,9.442866,1.0374744,-0.34677035,-0.063942105,0
17051341,0.99973726,0.0031188696,0.00047748798,0.022701513,-0.06814447,-0.124490775,9.435288,1.1012628,-0.3588851,-0.10060668,0
17068008,0.9997377,0.003196766,0.00046455034,0.022678643,-0.0857136,-0.10520627,9.478854,1.0046004,-0.2658214,-0.13221274,0
17084675,0.99973726,0.0032819374,0.00044512405,0.022681635,-0.080449656,-0.11473233,9.473423,1.0593988,-0.31552282,-0.039059363,0
17101342,0.9997371,0.0033708035,0.00043346678,0.022676742,-0.042419177,-0.13014565,9.453951,1.0927467,-0.2654244,0.024069536,0
17118009,0.9997371,0.003457388,0.00041041817,0.022663763,-0.027130788,-0.092331305,9.442982,1.083526,-0.34405538,-0.08817171,0
17134676,0.9997373,0.0035447583,0.00039026068,0.02264323,-0.04229606,-0.0992347,9.435645,1.0943601,-0.32261756,-0.053428087,0
17151343,0.9997373,0.0036308677,0.00035527506,0.022630943,-0.0669679,-0.12116859,9.436823,1.0890968,-0.42478666,-0.04534729,0
17168010,0.9997375,0.003711067,0.0003374839,0.022603821,-0.083416365,-0.11847482,9.436968,1.0588994,-0.30844095,-0.14276518,0
17184677,0.9997372,0.0037993079,0.00032437465,0.022607822,-0.087427385,-0.12657951,9.464293,1.1224573,-0.28143233,-0.030760854,0
17201344,0.99973756,0.0038799846,0.00030114144,0.02257813,-0.063078746,-0.12842421,9.449796,1.0772508,-0.35334003,-0.080680005,0
17218011,0.9997376,0.0039575645,0.00028163538,0.022562476,-0.062572256,-0.11158938,9.443227,1.0651104,-0.32985312,-0.08312601,0
17234678,0.9997375,0.004036518,0.00026240468,0.022553569,-0.026919793,-0.111244045,9.435533,1.0817845,-0.3301989,-0.04746033,0
17251345,0.9997373,0.0041135517,0.000245537,0.02254318,-0.02998267,-0.099545576,9.4378805,1.076265,-0.31344822,-0.111223154,0
17268012,0.99973714,0.0041888333,0.00022257988,0.022541903,-0.04711632,-0.11806826,9.449249,1.0697209,-0.35439014,-0.04991915,0
17284679,0.99973685,0.0042654183,0.0002061275,0.022540187,-0.07035621,-0.09440392,9.4561205,1.087701,-0.3110022,-0.054606274,0
17301346,0.999737,0.004333754,0.000187547,0.022518639,-0.09430056,-0.11389322,9.46106,1.0369236,-0.32708696,-0.106113404,0
17318013,0.99973726,0.0044072615,0.00017669024,0.02249505,-0.08662007,-0.10605964,9.435195,1.0815668,-0.27929366,-0.0782596,0
17334680,0.9997375,0.004472578,0.00016381798,0.022470253,-0.047818497,-0.118698865,9.462375,1.0322493,-0.29673588,-0.14810543,0
17351347,0.99973714,0.0045500984,0.00015872423,0.022470443,-0.01653789,-0.13368306,9.467388,1.1257229,-0.24599716,-0.019171104,0
17368014,0.9997372,0.0046046902,0.00014204759,0.022458514,-0.027126368,-0.12320641,9.466089,0.97601664,-0.32045326,-0.024255225,0
17384681,0.9997372,0.004674573,0.00012787204,0.022445565,-0.058546826,-0.11673247,9.439408,1.0903646,-0.30582842,-0.07589043,0
17401348,0.99973756,0.0047301743,0.000106076935,0.02241984,-0.083402306,-0.105699606,9.466653,0.9994012,-0.35773256,-0.08503416,0
17418015,0.99973744,0.004799521,9.48734e-05,0.022405988,-0.08182663,-0.11304636,9.453176,1.1031199,-0.29138288,-0.06390369,0
17434682,0.99973714,0.0048733205,8.3614425e-05,0.022404553,-0.07820595,-0.10298532,9.449398,1.1419741,-0.2956474,0.0514367,0
17451349,0.99973714,0.004936411,7.717457e-05,0.022390928,-0.052553564,-0.096235946,9.446103,1.076585,-0.26533476,-0.06885975,0
17468016,0.99973696,0.005005783,6.859185e-05,0.022381756,-0.028944137,-0.094669424,9.452514,1.1265552,-0.28250805,-0.029211283,0
17484683,0.9997368,0.005061278,5.499959e-05,0.02238019,-0.04364971,-0.11242648,9.467972,1.037436,-0.31497216,-0.014330304,0
17501350,0.99973685,0.0051276204,4.2485433e-05,0.02236063,-0.038901005,-0.10490809,9.462961,1.12069,-0.31011856,-0.06248218,0
17518017,0.9997369,0.0051787924,2.471239e-05,0.022346005,-0.08101712,-0.12572485,9.45946,1.0234771,-0.3455281,-0.109801635,0
17534684,0.999737,0.0052351565,1.0389002e-05,0.02232969,-0.0800348,-0.12946673,9.453224,1.0692341,-0.3259216,-0.063826844,0
17551351,0.9997371,0.0052879555,2.4932044e-07,0.022316534,-0.07704263,-0.11619314,9.459507,1.0551215,-0.30109012,-0.10403879,0
17568018,0.9997368,0.0053422228,-9.384668e-06,0.022312507,-0.048725415,-0.116309464,9.454721,1.0741775,-0.30111572,-0.04016071,0
17584685,0.9997371,0.0054014865,-2.1752923e-05,0.0222865,-0.039940644,-0.10736678,9.452187,1.1170146,-0.3218876,-0.09594518,0
17601352,0.9997167,-0.0060185045,0.0030291092,0.022830509,-0.030465234,-0.10434008,9.459181,1.0702587,-0.27013716,-0.05473434,0
17618019,0.9997166,-0.006021279,0.0030191499,0.022836823,-0.0523126,-0.10118031,9.462819,1.0458114,-0.39151576,-0.0572828,0
17634686,0.9997166,-0.006022771,0.0030110811,0.022836803,-0.0619898,-0.12361522,9.44972,1.0548269,-0.37867093,-0.064889774,0
17651353,0.99971646,-0.0060199997,0.0030164574,0.022843968,-0.075708084,-0.111663066,9.474613,1.0870093,-0.28669572,-0.065466054,0
17668020,0.99971634,-0.006016674,0.0030258254,0.022843972,-0.07514859,-0.10964893,9.460848,1.0916836,-0.2597384,-0.09417789,0
17684687,0.999716,-0.006016493,0.0030294517,0.022863284,-0.05239377,-0.12600417,9.438606,1.06917,-0.2995789,0.008945234,0
17701354,0.999716,-0.0060125673,0.0030172407,0.022867266,-0.032287724,-0.112987086,9.43859,1.0928746,-0.40911165,-0.017583117,0
17718021,0.999716,-0.0060130586,0.003008229,0.022867363,-0.044508733,-0.12106387,9.4569,1.0634074,-0.38547114,-0.04912516,0
17734688,0.9997161,-0.00600694,0.003014282,0.022865396,-0.044823278,-0.09870129,9.45313,1.1120521,-0.2818165,-0.11885572,0
17751355,0.9997157,-0.0060035116,0.0030185585,0.022879435,-0.078975976,-0.11566221,9.450388,1.0928746,-0.2937776,-0.01922233,0
17768022,0.9997152,-0.0060099447,0.0030251448,0.022896847,-0.10534801,-0.12303789,9.458784,1.0257182,-0.2768733,-0.006889817,0
17784689,0.99971527,-0.006004456,0.003029477,0.022894049,-0.0748555,-0.11663791,9.448288,1.1081399,-0.29475096,-0.13004847,0
17801356,0.999715,-0.0060088662,0.0030294484,0.02290492,-0.04390886,-0.10841345,9.44047,1.0393826,-0.3241287,-0.03205429,0
17818023,0.9997149,-0.006015498,0.0030239448,0.022905804,-0.034326326,-0.09817985,9.444905,1.0236307,-0.3604859,-0.109852865,0
17834690,0.9997151,-0.006011274,0.0030266452,0.022902193,-0.024097601,-0.116466865,9.428911,1.099137,-0.30571315,-0.08064159,0
17851357,0.999715,-0.006011696,0.0030153072,0.022908874,-0.04732813,-0.115484565,9.479319,1.0653154,-0.40053138,-0.054900818,0
17868024,0.9997146,-0.0060082977,0.0030116101,0.022925967,-0.07728696,-0.107149825,9.460826,1.0929387,-0.34844792,-0.0101298215,0
17884691,0.9997142,-0.0060061463,0.0030129037,0.022944875,-0.06512972,-0.12987638,9.427305,1.0851525,-0.31443432,0.0021066447,0
17901358,0.9997139,-0.006002375,0.0030207916,0.02295877,-0.07603199,-0.11235347,9.469052,1.0977924,-0.26977858,0.007344442,0
17918025,0.99971396,-0.005997199,0.0030297902,0.022956122,-0.07025092,-0.11599283,9.444443,1.1080757,-0.2620947,-0.10292462,0
17934692,0.99971396,-0.0059962864,0.0030368047,0.022956302,-0.04712782,-0.09665495,9.456174,1.0787237,-0.2752469,-0.09721301,0
17951359,0.9997139,-0.005994744,0.0030360837,0.022960925,-0.03487402,-0.09487067,9.454419,1.0814385,-0.32866213,-0.04643582,0
17968026,0.9997136,-0.005991243,0.0030302058,0.022971744,-0.051471036,-0.106747776,9.453704,1.0938351,-0.36387962,-0.02595847,0
17984693,0.99971324,-0.005988194,0.0030282438,0.022986665,-0.085922346,-0.099142514,9.454609,1.0913379,-0.3369094,0.0029646696,0
18001360,0.9997134,-0.005980974,0.003036422,0.022985931,-0.07534289,-0.11369523,9.456614,1.1216248,-0.26815215,-0.0732267,0
18018027,0.999713,-0.005980418,0.0030339146,0.022998974,-0.062160447,-0.120530516,9.443183,1.0741261,-0.34116116,-0.00087083183,0
18034694,0.99971277,-0.0059815687,0.0030385763,0.02301324,-0.053845115,-0.12086333,9.432683,1.0638939,-0.29156217,-0.0043029333,0
18051361,0.9997128,-0.0059708036,0.003044119,0.023012912,-0.043978367,-0.12015418,9.46983,1.1463796,-0.28711838,-0.067617536,0
18068028,0.99971277,-0.0059642945,0.0030499294,0.023016788,-0.037188765,-0.11141657,9.464651,1.1173347,-0.28437778,-0.044783805,0
18084695,0.9997127,-0.0059563243,0.003053606,0.023017168,-0.0617038,-0.10646046,9.489547,1.1273493,-0.2984776,-0.08838942,0
18101362,0.99971265,-0.005946341,0.0030595507,0.023021875,-0.08573633,-0.110689364,9.451227,1.1415387,-0.2833917,-0.061649762,0
18118029,0.99971265,-0.0059400615,0.0030575865,0.02302605,-0.07871913,-0.10992338,9.4353485,1.1150168,-0.3374089,-0.08421455,0
18134696,0.9997119,-0.0059457193,0.0030596706,0.023051778,-0.061889965,-0.11131452,9.452448,1.0332483,-0.30891475,0.06543404,0
18151363,0.9997118,-0.005944712,0.0030621213,0.023060549,-0.050857645,-0.11969201,9.448016,1.0795815,-0.30684012,-0.047165785,0
18168030,0.99971193,-0.005948437,0.0030535313,0.023055855,-0.040114798,-0.10629636,9.451479,1.0456064,-0.38168046,-0.104973644,0
18184697,0.9997117,-0.0059474623,0.0030471508,0.023062225,-0.031770475,-0.12452727,9.467936,1.0783011,-0.36679947,-0.07299619,0
18201364,0.9997118,-0.00593805,0.003052138,0.023063451,-0.06055955,-0.11102188,9.449059,1.1385804,-0.28928262,-0.11127437,0
18218031,0.999712,-0.005941855,0.003047334,0.023055369,-0.0723661,-0.10409416,9.453951,1.0459906,-0.35491514,-0.10867468,0
18234698,0.9997119,-0.005946365,0.0030505236,0.02306096,-0.07557259,-0.11450358,9.434677,1.0423024,-0.30025765,-0.046589497,0
18251365,0.9997119,-0.005949935,0.0030601965,0.02305651,-0.080296524,-0.11093179,9.462272,1.0501655,-0.25573,-0.113310575,0
18268032,0.99971193,-0.00594645,0.003061089,0.02305491,-0.045625024,-0.11377202,9.458622,1.0976387,-0.31695715,-0.15285659,0
18284699,0.9997117,-0.0059453947,0.0030665938,0.023064405,-0.039117083,-0.12605377,9.462115,1.081285,-0.28553042,-0.037343316,0
18301366,0.9997119,-0.005943808,0.0030587579,0.023056766,-0.040238805,-0.11185734,9.439658,1.0834875,-0.37649384,-0.13823172,0
18318033,0.9997118,-0.005944203,0.0030547003,0.023058971,-0.05939477,-0.11858317,9.477455,1.0703611,-0.35025367,-0.07425121,0
18334700,0.99971163,-0.005944188,0.0030601022,0.023065517,-0.09789097,-0.10997511,9.459798,1.0747665,-0.28547913,-0.04430997,0
18351367,0.9997116,-0.005936409,0.003062226,0.0230701,-0.1109537,-0.1155879,9.45121,1.1277336,-0.3096063,-0.06955129,0
18368034,0.99971163,-0.005930895,0.0030731256,0.023068314,-0.08451074,-0.10731172,9.444592,1.1136593,-0.24980062,-0.083330914,0
18384701,0.99971175,-0.005933496,0.003073408,0.023064867,-0.04582442,-0.09773221,9.466076,1.0562868,-0.32165703,-0.10383388,0
18401368,0.9997115,-0.0059338612,0.0030792158,0.023073524,-0.028559418,-0.103780635,9.453059,1.0722693,-0.28403205,-0.042478666,0
18418035,0.9997112,-0.0059250463,0.0030924536,0.023081679,-0.045395244,-0.09591718,9.450332,1.1362242,-0.23440742,-0.004110838,0
18434702,0.9997112,-0.005925943,0.0030919884,0.023086002,-0.058781613,-0.12353047,9.459466,1.0673003,-0.32658756,-0.03799644,0
18451369,0.9997116,-0.005919124,0.0030870142,0.023073865,-0.08060766,-0.11745689,9.450063,1.1201265,-0.35824484,-0.1389617,0
18468036,0.9997114,-0.0059156287,0.0030868084,0.023076205,-0.09449311,-0.12708269,9.461767,1.0981126,-0.3253453,-0.07840048,0
18484703,0.99971116,-0.0059189196,0.0030818342,0.023091467,-0.07158813,-0.124965884,9.445002,1.0506777,-0.3581936,0.022763286,0
18501370,0.99971116,-0.005910937,0.003073506,0.023095326,-0.05856487,-0.106904306,9.449183,1.1281691,-0.38253853,-0.06924394,0
18518037,0.9997112,-0.0059053204,0.0030746432,0.023095245,-0.024149377,-0.11311287,9.451865,1.1132368,-0.31734136,-0.058025565,0
18534704,0.9997112,-0.0059081716,0.0030798314,0.02309417,-0.030127246,-0.12043411,9.461887,1.0559411,-0.28728485,-0.092474654,0
18551371,0.9997111,-0.00591309,0.0030812342,0.023099061,-0.040244672,-0.098364286,9.4572115,1.041073,-0.31302556,-0.033488605,0
18568038,0.9997109,-0.005913922,0.0030818617,0.023100046,-0.09079364,-0.12180493,9.464756,1.0690292,-0.31855795,-0.06234131,0
